To,Latitude,Longitude
n159,43.2537994,-89.3167038
n404,43.2586,-89.3997
n146,43.2602005,-89.4029999
n405,43.2606,-89.4412
n196,43.2565994,-89.441803
n407,43.2516,-89.2525
n173,43.25,-89.254097
n409,43.2514,-89.2598
n172,43.2490005,-89.2640991
n410,43.2513,-89.2631
n172,43.2490005,-89.2640991
n413,43.2515,-89.3127
n159,43.2537994,-89.3167038
n414,43.2595,-89.4487
n145,43.2545013,-89.4505997
n418,43.2577,-89.4442
n145,43.2545013,-89.4505997
n418,43.2577,-89.4442
n196,43.2565994,-89.441803
n421,43.25,-89.288
n200,43.2498016,-89.2911987
n422,43.2478,-89.261
n172,43.2490005,-89.2640991
n426,43.2508,-89.3194
n159,43.2537994,-89.3167038
n427,43.2569,-89.4391
n196,43.2565994,-89.441803
n434,43.2561,-89.4541
n131,43.2509995,-89.4654007
n435,43.255,-89.3927
n146,43.2602005,-89.4029999
n440,43.2475,-89.2907
n200,43.2498016,-89.2911987
n457,43.2442,-89.2776
n171,43.2389984,-89.2774963
n463,43.2474,-89.2699
n172,43.2490005,-89.2640991
n464,43.2575,-89.4634
n130,43.2495995,-89.4677963
n472,43.2429,-89.321
n158,43.2388,-89.3188019
n477,43.2404,-89.2667
n171,43.2389984,-89.2774963
n480,43.2402,-89.2759
n171,43.2389984,-89.2774963
n484,43.247,-89.3862
n152,43.2481003,-89.392601
n490,43.2404,-89.3136
n158,43.2388,-89.3188019
n499,43.2419,-89.3165
n158,43.2388,-89.3188019
n503,43.2401,-89.3208
n158,43.2388,-89.3188019
n511,43.2462,-89.4956
n195,43.2470016,-89.5035019
n523,43.2456,-89.5031
n195,43.2470016,-89.5035019
n528,43.2365,-89.321
n158,43.2388,-89.3188019
n541,43.2372,-89.3727
n185,43.2369003,-89.3796005
n544,43.2433,-89.5025
n125,43.2425995,-89.5072021
n544,43.2433,-89.5025
n195,43.2470016,-89.5035019
n554,43.2337,-89.3064
n201,43.2346001,-89.3013
n555,43.2346,-89.2963
n201,43.2346001,-89.3013
n565,43.2344,-89.3019
n201,43.2346001,-89.3013
n566,43.2324,-89.2608
n166,43.2318993,-89.2662964
n580,43.2268,-89.2445
n164,43.2246017,-89.2434998
n584,43.2294,-89.2936
n169,43.2263985,-89.2979965
n592,43.2341,-89.4186
n156,43.2327003,-89.4228973
n596,43.2263,-89.2517
n163,43.2235985,-89.2497025
n598,43.2259,-89.2592
n165,43.2246017,-89.2553024
n603,43.2276,-89.2795
n168,43.2223015,-89.2819977
n604,43.2266,-89.277
n168,43.2223015,-89.2819977
n606,43.2277,-89.2821
n168,43.2223015,-89.2819977
n611,43.233,-89.4133
n156,43.2327003,-89.4228973
n617,43.2312,-89.3757
n198,43.2331009,-89.3785019
n620,43.2249,-89.301
n169,43.2263985,-89.2979965
n630,43.2228,-89.2956
n169,43.2263985,-89.2979965
n636,43.2218,-89.2479
n164,43.2246017,-89.2434998
n647,43.2202,-89.243
n164,43.2246017,-89.2434998
n667,43.2195,-89.2758
n167,43.2172012,-89.2781982
n667,43.2195,-89.2758
n168,43.2223015,-89.2819977
n668,43.2257,-89.4122
n107,43.225399,-89.4225998
n670,43.2208,-89.2792
n168,43.2223015,-89.2819977
n678,43.2194,-89.2951
n202,43.2226982,-89.2975998
n679,43.2289,-89.5385
n119,43.2299995,-89.5406036
n681,43.2229,-89.3949
n154,43.2190018,-89.4064026
n681,43.2229,-89.3949
n155,43.2200012,-89.4132004
n681,43.2229,-89.3949
n157,43.2249985,-89.4007034
n683,43.23,-89.552
n121,43.2249985,-89.547699
n684,43.2297,-89.5432
n119,43.2299995,-89.5406036
n684,43.2297,-89.5432
n121,43.2249985,-89.547699
n692,43.2176,-89.314
n161,43.2153015,-89.3125
n701,43.2202,-89.3898
n154,43.2190018,-89.4064026
n711,43.22,-89.4041
n154,43.2190018,-89.4064026
n721,43.2142,-89.2793
n167,43.2172012,-89.2781982
n726,43.2259,-89.5415
n121,43.2249985,-89.547699
n735,43.2139,-89.2757
n167,43.2172012,-89.2781982
n741,43.2177,-89.4041
n154,43.2190018,-89.4064026
n747,43.2183,-89.3966
n154,43.2190018,-89.4064026
n749,43.2157,-89.3694
n184,43.214901,-89.3760986
n770,43.2229,-89.548
n121,43.2249985,-89.547699
n779,43.2135,-89.3743
n184,43.214901,-89.3760986
n792,43.2227,-89.5856
n97,43.2262993,-89.5859985
n794,43.2195,-89.5445
n121,43.2249985,-89.547699
n805,43.2109,-89.3905
n197,43.2088013,-89.3968964
n807,43.2044,-89.2906
n187,43.2038994,-89.292099
n819,43.2158,-89.558
n98,43.2167015,-89.5633011
n841,43.2165,-89.5825
n182,43.2169991,-89.5840988
n854,43.2144,-89.5645
n98,43.2167015,-89.5633011
n866,43.2124,-89.5575
n98,43.2167015,-89.5633011
n870,43.2118,-89.5621
n98,43.2167015,-89.5633011
n877,43.2116,-89.5737
n62,43.2117996,-89.5792007
n888,43.2106,-89.5844
n62,43.2117996,-89.5792007
n889,43.2109,-89.5801
n62,43.2117996,-89.5792007
n890,43.2088,-89.5635
n194,43.2069016,-89.5643997
n899,43.1978,-89.3257
n162,43.1935005,-89.3290024
n904,43.1963,-89.3214
n162,43.1935005,-89.3290024
n920,43.1933,-89.3209
n162,43.1935005,-89.3290024
n922,43.2072,-89.5914
n61,43.2067986,-89.5863037
n925,43.1932,-89.3317
n162,43.1935005,-89.3290024
n944,43.2034,-89.5643
n194,43.2069016,-89.5643997
n956,43.1901,-89.327
n162,43.1935005,-89.3290024
n963,43.2026,-89.5833
n60,43.2052002,-89.5856018
n984,43.1913,-89.3797
n153,43.1949005,-89.3887024
n1029,43.1899,-89.5818
n193,43.1864014,-89.5758972
n1076,43.1722,-89.4046
n136,43.1721001,-89.4093018
n1080,43.1713,-89.4082
n136,43.1721001,-89.4093018
