Investment Cost (Million $),493.3226480737282
Transportation Cost (Million $/yr),18.642213857530585
Operating Cost (Million $/yr),191.04338060368661
Total Annual Cost (Million $/yr),234.3517268649036
Total Revenue (Million $/yr),331.6921533402468
Total Annual Profit (Million $/yr),97.34042647534321
Total Technologies Installed,300.0
Total Biogas Technologies Installed,123.0
Total C6/C8 Technologies Installed,177.0
Total C8 Generated (Million t/year),0.0075051767745353175
Total C6 Generated (Million t/year),0.08245577179402437
Total Biogas Generated (Million t/year),0.6172728224540697
Percentage of Unprocessed Manure %,0.3461678924109951
Percentage of Unprocessed Sludge %,0.48328875058982895
Percentage of Unprocessed Food Waste %,0.08881337379933965
CH4 Emitted by Unprocessed Waste (Million t/yr),0.0031163768760124988
CO2 Emitted by Transportation and Processing(Million t/yr),0.1359639862033204
CO2 Saved by produing Biogas (Million t/yr),0.6596162426624667
Total Social Cost of Carbon (Million $/yr),8.482456471803474
Saved Social Cost of Carbon (Million $/yr),25.065417221173735
Net Social Cost of Carbon (Million $/yr),-16.58296074937026
Total Social Welfare (Million $/yr),113.92338722471347

Investment Cost (Million $),474.04993911095835
Transportation Cost (Million $/yr),20.392604522389426
Operating Cost (Million $/yr),190.16857130161026
Total Annual Cost (Million $/yr),234.26367277954762
Total Revenue (Million $/yr),332.5432297740821
Total Annual Profit (Million $/yr),98.27955699453446
Total Technologies Installed,271.0
Total Biogas Technologies Installed,113.0
Total C6/C8 Technologies Installed,158.0
Total C8 Generated (Million t/year),0.00750828821665024
Total C6 Generated (Million t/year),0.08248995571382862
Total Biogas Generated (Million t/year),0.6247483001824902
Percentage of Unprocessed Manure %,0.330694257738478
Percentage of Unprocessed Sludge %,0.24180192140974294
Percentage of Unprocessed Food Waste %,0.3022892174543676
CH4 Emitted by Unprocessed Waste (Million t/yr),0.0029543335468243254
CO2 Emitted by Transportation and Processing(Million t/yr),0.13819020622460565
CO2 Saved by produing Biogas (Million t/yr),0.667604520052882
Total Social Cost of Carbon (Million $/yr),8.394638730356096
Saved Social Cost of Carbon (Million $/yr),25.368971762009515
Net Social Cost of Carbon (Million $/yr),-16.97433303165342
Total Social Welfare (Million $/yr),115.25389002618788

Investment Cost (Million $),328.0371164531602
Transportation Cost (Million $/yr),14.25711517535431
Operating Cost (Million $/yr),97.88650558167558
Total Annual Cost (Million $/yr),128.54547657968791
Total Revenue (Million $/yr),99.13665901203801
Total Annual Profit (Million $/yr),-29.408817567649876
Total Technologies Installed,181.0
Total Biogas Technologies Installed,162.99999999999994
Total C6/C8 Technologies Installed,18.0
Total C8 Generated (Million t/year),0.003426911425622956
Total C6 Generated (Million t/year),0.0
Total Biogas Generated (Million t/year),0.8063771245483019
Percentage of Unprocessed Manure %,2.333930821858116
Percentage of Unprocessed Sludge %,4.7414808068270675
Percentage of Unprocessed Food Waste %,0.43802117783877814
CH4 Emitted by Unprocessed Waste (Million t/yr),0.0022483718082828654
CO2 Emitted by Transportation and Processing(Million t/yr),0.02806466794136818
CO2 Saved by produing Biogas (Million t/yr),0.8616926417541939
Total Social Cost of Carbon (Million $/yr),3.4587249857849596
Saved Social Cost of Carbon (Million $/yr),32.74432038665937
Net Social Cost of Carbon (Million $/yr),-29.285595400874406
Total Social Welfare (Million $/yr),-0.12322216677547004

