Investment Cost (Million $),493.3226480737282
Transportation Cost (Million $/yr),18.642213857530585
Operating Cost (Million $/yr),191.04338060368661
Total Annual Cost (Million $/yr),234.3517268649036
Total Revenue (Million $/yr),331.6921533402468
Total Annual Profit (Million $/yr),97.34042647534321
Total Technologies Installed,300.0
Total Biogas Technologies Installed,123.0
Total C6/C8 Technologies Installed,177.0
Total C8 Generated (Million t/year),0.0075051767745353175
Total C6 Generated (Million t/year),0.08245577179402437
Total Biogas Generated (Million t/year),0.6172728224540697
Percentage of Unprocessed Manure %,0.3461678924109951
Percentage of Unprocessed Sludge %,0.48328875058982895
Percentage of Unprocessed Food Waste %,0.08881337379933965
CH4 Emitted by Unprocessed Waste (Million t/yr),0.0031163768760124988
CO2 Emitted by Transportation and Processing(Million t/yr),0.1359639862033204
CO2 Saved by produing Biogas (Million t/yr),0.6596162426624667
Total Social Cost of Carbon (Million $/yr),8.482456471803474
Saved Social Cost of Carbon (Million $/yr),25.065417221173735
Net Social Cost of Carbon (Million $/yr),-16.58296074937026
Total Social Welfare (Million $/yr),113.92338722471347

Investment Cost (Million $),474.04993911095835
Transportation Cost (Million $/yr),20.392604522389426
Operating Cost (Million $/yr),190.16857130161026
Total Annual Cost (Million $/yr),234.26367277954762
Total Revenue (Million $/yr),332.5432297740821
Total Annual Profit (Million $/yr),98.27955699453446
Total Technologies Installed,271.0
Total Biogas Technologies Installed,113.0
Total C6/C8 Technologies Installed,158.0
Total C8 Generated (Million t/year),0.00750828821665024
Total C6 Generated (Million t/year),0.08248995571382862
Total Biogas Generated (Million t/year),0.6247483001824902
Percentage of Unprocessed Manure %,0.330694257738478
Percentage of Unprocessed Sludge %,0.24180192140974294
Percentage of Unprocessed Food Waste %,0.3022892174543676
CH4 Emitted by Unprocessed Waste (Million t/yr),0.0029543335468243254
CO2 Emitted by Transportation and Processing(Million t/yr),0.13819020622460565
CO2 Saved by produing Biogas (Million t/yr),0.667604520052882
Total Social Cost of Carbon (Million $/yr),8.394638730356096
Saved Social Cost of Carbon (Million $/yr),25.368971762009515
Net Social Cost of Carbon (Million $/yr),-16.97433303165342
Total Social Welfare (Million $/yr),115.25389002618788

Investment Cost (Million $),300.75348606979696
Transportation Cost (Million $/yr),14.409174094537567
Operating Cost (Million $/yr),83.6380839527126
Total Annual Cost (Million $/yr),113.08493235074002
Total Revenue (Million $/yr),82.7080523118772
Total Annual Profit (Million $/yr),-30.376880038862822
Total Technologies Installed,160.0
Total Biogas Technologies Installed,160.00000000000475
Total C6/C8 Technologies Installed,0.0
Total C8 Generated (Million t/year),0.0
Total C6 Generated (Million t/year),0.0
Total Biogas Generated (Million t/year),0.813411826594382
Percentage of Unprocessed Manure %,1.9001770733626449
Percentage of Unprocessed Sludge %,5.4685792978695975
Percentage of Unprocessed Food Waste %,2.1648586168815522
CH4 Emitted by Unprocessed Waste (Million t/yr),0.0021714827205533095
CO2 Emitted by Transportation and Processing(Million t/yr),0.018011467618168426
CO2 Saved by produing Biogas (Million t/yr),0.8692099073182884
Total Social Cost of Carbon (Million $/yr),2.9948933841591217
Saved Social Cost of Carbon (Million $/yr),33.02997647809496
Net Social Cost of Carbon (Million $/yr),-30.03508309393584
Total Social Welfare (Million $/yr),-0.3417969449269833

Investment Cost (Million $),428.77368991770254
Transportation Cost (Million $/yr),22.862898816243156
Operating Cost (Million $/yr),182.3581476470217
Total Annual Cost (Million $/yr),226.65973095914998
Total Revenue (Million $/yr),452.92328655303993
Total Annual Profit (Million $/yr),226.26355559388995
Total Technologies Installed,214.0
Total Biogas Technologies Installed,79.0
Total C6/C8 Technologies Installed,135.0
Total C8 Generated (Million t/year),0.03322633503546599
Total C6 Generated (Million t/year),0.08274280377582015
Total Biogas Generated (Million t/year),0.5342323631124316
Percentage of Unprocessed Manure %,0.007907760243632407
Percentage of Unprocessed Sludge %,0.0
Percentage of Unprocessed Food Waste %,0.0
CH4 Emitted by Unprocessed Waste (Million t/yr),0.0035212300707848946
CO2 Emitted by Transportation and Processing(Million t/yr),0.15261210414429066
CO2 Saved by produing Biogas (Million t/yr),0.5708794089847256
Total Social Cost of Carbon (Million $/yr),9.545848752798173
Saved Social Cost of Carbon (Million $/yr),21.69341754141957
Net Social Cost of Carbon (Million $/yr),-12.147568788621397
Total Social Welfare (Million $/yr),238.41112438251133

